Dataset_Task_ID,Name,Ref,N,d,C,perc_cat,Subset,Metric,Setting,Model,Score,BestScore,improvability
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.982,0.987,0.5000000000000004
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,ExtraTrees,0.806,0.761,5.583126550868491
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,ExtraTrees,0.802,0.744,7.231920199501253
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,ExtraTrees,0.791,0.734,7.206068268015177
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,ExtraTrees,0.88,0.859,2.3863636363636385
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,ExtraTrees,0.873,0.873,0.0
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,0.87,0.86,1.1494252873563229
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,ExtraTrees,0.131,0.074,43.511450381679396
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,ExtraTrees,0.08,0.073,8.750000000000007
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,ExtraTrees,0.078,0.067,14.102564102564097
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,ExtraTrees,1.822,1.119,38.583973655323824
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,ExtraTrees,1.676,1.112,33.65155131264916
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,1.683,1.074,36.18538324420677
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,ExtraTrees,0.064,0.016,75.0
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,ExtraTrees,0.028,0.022,21.428571428571434
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,ExtraTrees,0.026,0.019,26.923076923076923
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,ExtraTrees,0.721,0.766,4.5000000000000036
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,ExtraTrees,0.758,0.766,0.8000000000000007
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,ExtraTrees,0.758,0.766,0.8000000000000007
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,ExtraTrees,0.689,0.756,6.700000000000006
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,ExtraTrees,0.728,0.754,2.6000000000000023
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.727,0.756,2.9000000000000026
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,ExtraTrees,0.917,0.928,1.100000000000001
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,ExtraTrees,0.919,0.932,1.3000000000000012
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.921,0.931,1.0000000000000009
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,ExtraTrees,0.696,0.761,6.500000000000005
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,ExtraTrees,0.744,0.773,2.9000000000000026
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.748,0.773,2.500000000000002
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,ExtraTrees,5.139,4.214,17.999610819225527
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,ExtraTrees,5.073,4.171,17.780406071358172
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,5.048,4.118,18.423137876386683
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,ExtraTrees,0.779,0.793,1.4000000000000012
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,ExtraTrees,0.781,0.795,1.4000000000000012
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.782,0.796,1.4000000000000012
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,ExtraTrees,0.766,0.788,2.200000000000002
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,ExtraTrees,0.781,0.788,0.7000000000000006
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,ExtraTrees,0.782,0.788,0.6000000000000005
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,ExtraTrees,0.992,0.995,0.30000000000000027
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,ExtraTrees,0.994,0.995,0.10000000000000009
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,ExtraTrees,0.994,0.996,0.20000000000000018
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,ExtraTrees,0.826,0.844,1.8000000000000016
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,ExtraTrees,0.837,0.842,0.5000000000000004
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.837,0.84,0.30000000000000027
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,ExtraTrees,536.6,520.7,2.9631010063361862
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,ExtraTrees,536.3,520.7,2.9088196904717343
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,ExtraTrees,534.6,510.3,4.545454545454548
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,ExtraTrees,0.955,0.992,3.7000000000000033
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,ExtraTrees,0.964,0.989,2.500000000000002
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.964,0.989,2.500000000000002
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,ExtraTrees,4844.9,4508.4,6.945447790460071
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,ExtraTrees,4607.0,4499.7,2.329064467115263
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,4609.9,4490.4,2.5922471203279898
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,ExtraTrees,0.79,0.801,1.100000000000001
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,ExtraTrees,0.793,0.801,0.8000000000000007
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.793,0.801,0.8000000000000007
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,ExtraTrees,0.268,0.174,35.07462686567165
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,ExtraTrees,0.174,0.174,0.0
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,ExtraTrees,0.174,0.174,0.0
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,ExtraTrees,0.243,0.204,16.049382716049383
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,ExtraTrees,0.238,0.203,14.705882352941165
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,ExtraTrees,0.238,0.199,16.38655462184873
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,ExtraTrees,0.798,0.848,4.999999999999993
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,ExtraTrees,0.804,0.851,4.699999999999993
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.811,0.852,4.0999999999999925
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,ExtraTrees,0.756,0.776,2.0000000000000018
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,ExtraTrees,0.758,0.761,0.30000000000000027
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.765,0.773,0.8000000000000007
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,ExtraTrees,0.771,0.846,7.499999999999996
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,ExtraTrees,0.819,0.845,2.6000000000000023
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,ExtraTrees,0.821,0.846,2.500000000000002
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,ExtraTrees,0.478,0.405,15.271966527196643
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,ExtraTrees,0.453,0.439,3.090507726269318
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned + Ens.,ExtraTrees,0.443,0.428,3.386004514672689
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Default,ExtraTrees,9482.0,7985.0,15.787808479223791
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned,ExtraTrees,9195.0,7829.0,14.855899945622623
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,9166.0,7711.0,15.87388173685359
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Default,ExtraTrees,0.918,0.937,1.9000000000000017
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned,ExtraTrees,0.931,0.937,0.6000000000000005
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.931,0.937,0.6000000000000005
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Default,ExtraTrees,3.548,2.912,17.92559188275085
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned,ExtraTrees,3.466,3.056,11.82919792267744
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned + Ens.,ExtraTrees,3.474,2.985,14.075993091537143
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Default,ExtraTrees,0.874,0.974,9.999999999999998
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned,ExtraTrees,0.891,0.979,8.799999999999997
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.893,0.981,8.799999999999997
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Default,ExtraTrees,0.932,0.938,0.5999999999999894
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned,ExtraTrees,0.932,0.934,0.20000000000000018
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.934,0.936,0.20000000000000018
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Default,ExtraTrees,0.734,0.783,4.900000000000004
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned,ExtraTrees,0.767,0.772,0.5000000000000004
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.771,0.771,0.0
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Default,ExtraTrees,0.393,0.107,72.77353689567431
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned,ExtraTrees,0.175,0.103,41.14285714285714
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,ExtraTrees,0.173,0.099,42.774566473988436
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Default,ExtraTrees,0.591,0.534,9.64467005076141
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned,ExtraTrees,0.57,0.529,7.192982456140339
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned + Ens.,ExtraTrees,0.566,0.527,6.890459363957584
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,ExtraTrees,9.43,9.08,3.7115588547189784
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,ExtraTrees,9.43,9.28,1.5906680805938531
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,ExtraTrees,9.39,9.22,1.8104366347177838
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,ExtraTrees,0.937,0.944,0.6999999999999895
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,ExtraTrees,0.937,0.944,0.6999999999999895
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,ExtraTrees,0.938,0.946,0.8000000000000007
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,ExtraTrees,0.312,0.228,26.923076923076923
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,ExtraTrees,0.258,0.223,13.56589147286822
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,ExtraTrees,0.25,0.222,11.2
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,ExtraTrees,0.613,0.59,3.752039151712891
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,ExtraTrees,0.606,0.605,0.16501650165016518
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,ExtraTrees,0.603,0.599,0.663349917081261
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,XGBoost,0.992,0.993,0.10000000000000009
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,XGBoost,0.992,0.992,0.0
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.992,0.993,0.10000000000000009
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,XGBoost,0.834,0.882,4.800000000000004
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,XGBoost,0.859,0.883,2.400000000000002
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.862,0.883,2.100000000000002
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,XGBoost,754.6,724.0,4.055128544924466
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,XGBoost,741.4,733.2,1.1060156460749841
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,XGBoost,737.1,726.6,1.4245014245014245
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,XGBoost,0.864,0.872,0.8000000000000007
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,XGBoost,0.866,0.874,0.8000000000000007
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.866,0.874,0.8000000000000007
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,XGBoost,0.873,0.873,0.0
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,XGBoost,0.875,0.875,0.0
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,XGBoost,0.876,0.878,0.20000000000000018
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,XGBoost,0.662,0.671,0.9000000000000008
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,XGBoost,0.668,0.671,0.30000000000000027
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.67,0.673,0.30000000000000027
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,XGBoost,0.74,0.744,0.40000000000000036
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,XGBoost,0.742,0.744,0.20000000000000018
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.742,0.744,0.20000000000000018
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,XGBoost,0.798,0.822,2.399999999999991
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,XGBoost,0.808,0.82,1.19999999999999
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.808,0.819,1.0999999999999899
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,XGBoost,7.397,7.379,0.24334189536299422
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,XGBoost,7.397,7.367,0.4055698256049784
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,XGBoost,7.4,7.362,0.5135135135135169
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,XGBoost,0.865,0.866,0.10000000000000009
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,XGBoost,0.866,0.867,0.10000000000000009
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.866,0.867,0.10000000000000009
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,XGBoost,0.805,0.805,0.0
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,XGBoost,0.803,0.804,0.10000000000000009
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.805,0.805,0.0
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,XGBoost,0.723,0.751,2.8000000000000025
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,XGBoost,0.742,0.745,0.30000000000000027
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.744,0.748,0.40000000000000036
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,XGBoost,0.47,0.432,8.08510638297872
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,XGBoost,0.44,0.431,2.045454545454547
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,XGBoost,0.44,0.43,2.2727272727272747
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,XGBoost,0.897,0.915,1.8000000000000016
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,XGBoost,0.903,0.916,1.3000000000000012
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.904,0.919,1.5000000000000013
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,XGBoost,0.985,0.987,0.20000000000000018
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,XGBoost,0.985,0.986,0.10000000000000009
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.985,0.987,0.20000000000000018
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,XGBoost,0.786,0.761,3.180661577608145
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,XGBoost,0.761,0.744,2.23390275952694
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,XGBoost,0.76,0.734,3.4210526315789505
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,XGBoost,0.905,0.859,5.0828729281768
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,XGBoost,0.881,0.873,0.9080590238365502
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,XGBoost,0.879,0.86,2.1615472127417537
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,XGBoost,0.074,0.074,0.0
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,XGBoost,0.074,0.073,1.3513513513513526
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,XGBoost,0.074,0.067,9.459459459459449
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,XGBoost,1.549,1.119,27.759845061329884
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,XGBoost,1.439,1.112,22.72411396803335
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,XGBoost,1.443,1.074,25.57172557172557
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,XGBoost,0.039,0.016,58.97435897435898
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,XGBoost,0.031,0.022,29.03225806451613
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,XGBoost,0.031,0.019,38.70967741935484
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,XGBoost,0.763,0.766,0.30000000000000027
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,XGBoost,0.765,0.766,0.10000000000000009
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.765,0.766,0.10000000000000009
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,XGBoost,0.708,0.756,4.800000000000004
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,XGBoost,0.733,0.754,2.100000000000002
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.731,0.756,2.500000000000002
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,XGBoost,0.923,0.928,0.5000000000000004
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,XGBoost,0.921,0.932,1.100000000000001
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.92,0.931,1.100000000000001
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,XGBoost,0.757,0.761,0.40000000000000036
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,XGBoost,0.757,0.773,1.6000000000000014
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.758,0.773,1.5000000000000013
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,XGBoost,4.755,4.214,11.377497371188213
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,XGBoost,4.236,4.171,1.5344664778092423
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,XGBoost,4.222,4.118,2.463287541449552
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,XGBoost,0.783,0.793,1.0000000000000009
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,XGBoost,0.792,0.795,0.30000000000000027
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,XGBoost,0.793,0.796,0.30000000000000027
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,XGBoost,0.783,0.788,0.5000000000000004
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,XGBoost,0.785,0.788,0.30000000000000027
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,XGBoost,0.785,0.788,0.30000000000000027
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,XGBoost,0.994,0.995,0.10000000000000009
