GEOID,NAME,variable,estimate,moe
53069,"Wahkiakum County, Washington",population,4189,NA
53071,"Walla Walla County, Washington",population,60236,NA
53073,"Whatcom County, Washington",population,216812,NA
53075,"Whitman County, Washington",population,48593,NA
53077,"Yakima County, Washington",population,249325,NA
54001,"Barbour County, West Virginia",population,16730,NA
54003,"Berkeley County, West Virginia",population,113495,NA
54005,"Boone County, West Virginia",population,22817,NA
54007,"Braxton County, West Virginia",population,14282,NA
54009,"Brooke County, West Virginia",population,22772,NA
54011,"Cabell County, West Virginia",population,95318,NA
54013,"Calhoun County, West Virginia",population,7396,NA
54015,"Clay County, West Virginia",population,8785,NA
54017,"Doddridge County, West Virginia",population,8536,NA
54019,"Fayette County, West Virginia",population,44126,NA
54021,"Gilmer County, West Virginia",population,8205,NA
54023,"Grant County, West Virginia",population,11641,NA
54025,"Greenbrier County, West Virginia",population,35347,NA
54027,"Hampshire County, West Virginia",population,23363,NA
54029,"Hancock County, West Virginia",population,29680,NA
54031,"Hardy County, West Virginia",population,13842,NA
54033,"Harrison County, West Virginia",population,68209,NA
54035,"Jackson County, West Virginia",population,29018,NA
54037,"Jefferson County, West Virginia",population,56179,NA
54039,"Kanawha County, West Virginia",population,185710,NA
54041,"Lewis County, West Virginia",population,16276,NA
54043,"Lincoln County, West Virginia",population,21078,NA
54045,"Logan County, West Virginia",population,33801,NA
54047,"McDowell County, West Virginia",population,19217,NA
54049,"Marion County, West Virginia",population,56497,NA
54051,"Marshall County, West Virginia",population,31645,NA
54053,"Mason County, West Virginia",population,26939,NA
54055,"Mercer County, West Virginia",population,60486,NA
54057,"Mineral County, West Virginia",population,27278,NA
54059,"Mingo County, West Virginia",population,24741,NA
54061,"Monongalia County, West Virginia",population,105252,NA
54063,"Monroe County, West Virginia",population,13467,NA
54065,"Morgan County, West Virginia",population,17624,NA
54067,"Nicholas County, West Virginia",population,25324,NA
54069,"Ohio County, West Virginia",population,42547,NA
54071,"Pendleton County, West Virginia",population,7056,NA
54073,"Pleasants County, West Virginia",population,7507,NA
54075,"Pocahontas County, West Virginia",population,8531,NA
54077,"Preston County, West Virginia",population,33837,NA
54079,"Putnam County, West Virginia",population,56652,NA
54081,"Raleigh County, West Virginia",population,76232,NA
54083,"Randolph County, West Virginia",population,29065,NA
54085,"Ritchie County, West Virginia",population,9932,NA
54087,"Roane County, West Virginia",population,14205,NA
54089,"Summers County, West Virginia",population,13018,NA
54091,"Taylor County, West Virginia",population,16951,NA
54093,"Tucker County, West Virginia",population,7027,NA
54095,"Tyler County, West Virginia",population,8909,NA
54097,"Upshur County, West Virginia",population,24605,NA
54099,"Wayne County, West Virginia",population,40708,NA
54101,"Webster County, West Virginia",population,8518,NA
54103,"Wetzel County, West Virginia",population,15614,NA
54105,"Wirt County, West Virginia",population,5797,NA
54107,"Wood County, West Virginia",population,85556,NA
54109,"Wyoming County, West Virginia",population,21711,NA
55001,"Adams County, Wisconsin",population,20073,NA
55003,"Ashland County, Wisconsin",population,15712,NA
55005,"Barron County, Wisconsin",population,45252,NA
55007,"Bayfield County, Wisconsin",population,14992,NA
55009,"Brown County, Wisconsin",population,259786,NA
55011,"Buffalo County, Wisconsin",population,13167,NA
55013,"Burnett County, Wisconsin",population,15258,NA
55015,"Calumet County, Wisconsin",population,49807,NA
55017,"Chippewa County, Wisconsin",population,63635,NA
55019,"Clark County, Wisconsin",population,34491,NA
55021,"Columbia County, Wisconsin",population,56954,NA
55023,"Crawford County, Wisconsin",population,16288,NA
55025,"Dane County, Wisconsin",population,529843,NA
55027,"Dodge County, Wisconsin",population,87776,NA
55029,"Door County, Wisconsin",population,27439,NA
55031,"Douglas County, Wisconsin",population,43402,NA
55033,"Dunn County, Wisconsin",population,44498,NA
55035,"Eau Claire County, Wisconsin",population,102991,NA
55037,"Florence County, Wisconsin",population,4337,NA
55039,"Fond du Lac County, Wisconsin",population,102315,NA
55041,"Forest County, Wisconsin",population,9018,NA
55043,"Grant County, Wisconsin",population,51828,NA
55045,"Green County, Wisconsin",population,36864,NA
55047,"Green Lake County, Wisconsin",population,18757,NA
55049,"Iowa County, Wisconsin",population,23620,NA
55051,"Iron County, Wisconsin",population,5715,NA
55053,"Jackson County, Wisconsin",population,20506,NA
55055,"Jefferson County, Wisconsin",population,84652,NA
55057,"Juneau County, Wisconsin",population,26419,NA
55059,"Kenosha County, Wisconsin",population,168330,NA
55061,"Kewaunee County, Wisconsin",population,20360,NA
55063,"La Crosse County, Wisconsin",population,117850,NA
55065,"Lafayette County, Wisconsin",population,16735,NA
55067,"Langlade County, Wisconsin",population,19164,NA
55069,"Lincoln County, Wisconsin",population,27848,NA
55071,"Manitowoc County, Wisconsin",population,79407,NA
55073,"Marathon County, Wisconsin",population,135264,NA
55075,"Marinette County, Wisconsin",population,40537,NA
55077,"Marquette County, Wisconsin",population,15207,NA
55078,"Menominee County, Wisconsin",population,4579,NA
55079,"Milwaukee County, Wisconsin",population,954209,NA
55081,"Monroe County, Wisconsin",population,45502,NA
55083,"Oconto County, Wisconsin",population,37556,NA
55085,"Oneida County, Wisconsin",population,35345,NA
55087,"Outagamie County, Wisconsin",population,184754,NA
55089,"Ozaukee County, Wisconsin",population,88284,NA
55091,"Pepin County, Wisconsin",population,7262,NA
55093,"Pierce County, Wisconsin",population,41603,NA
55095,"Polk County, Wisconsin",population,43349,NA
55097,"Portage County, Wisconsin",population,70599,NA
55099,"Price County, Wisconsin",population,13490,NA
55101,"Racine County, Wisconsin",population,195398,NA
55103,"Richland County, Wisconsin",population,17539,NA
55105,"Rock County, Wisconsin",population,161769,NA
55107,"Rusk County, Wisconsin",population,14183,NA
55109,"St. Croix County, Wisconsin",population,87917,NA
55111,"Sauk County, Wisconsin",population,63596,NA
55113,"Sawyer County, Wisconsin",population,16370,NA
55115,"Shawano County, Wisconsin",population,41009,NA
55117,"Sheboygan County, Wisconsin",population,115205,NA
55119,"Taylor County, Wisconsin",population,20356,NA
55121,"Trempealeau County, Wisconsin",population,29438,NA
55123,"Vernon County, Wisconsin",population,30516,NA
55125,"Vilas County, Wisconsin",population,21593,NA
55127,"Walworth County, Wisconsin",population,103013,NA
55129,"Washburn County, Wisconsin",population,15689,NA
55131,"Washington County, Wisconsin",population,134535,NA
55133,"Waukesha County, Wisconsin",population,398879,NA
55135,"Waupaca County, Wisconsin",population,51444,NA
55137,"Waushara County, Wisconsin",population,24116,NA
55139,"Winnebago County, Wisconsin",population,169926,NA
55141,"Wood County, Wisconsin",population,73274,NA
56001,"Albany County, Wyoming",population,38102,NA
56003,"Big Horn County, Wyoming",population,11901,NA
56005,"Campbell County, Wyoming",population,47708,NA
56007,"Carbon County, Wyoming",population,15477,NA
56009,"Converse County, Wyoming",population,13997,NA
56011,"Crook County, Wyoming",population,7410,NA
56013,"Fremont County, Wyoming",population,40076,NA
56015,"Goshen County, Wyoming",population,13438,NA
56017,"Hot Springs County, Wyoming",population,4680,NA
56019,"Johnson County, Wyoming",population,8515,NA
56021,"Laramie County, Wyoming",population,97692,NA
56023,"Lincoln County, Wyoming",population,19011,NA
56025,"Natrona County, Wyoming",population,80610,NA
56027,"Niobrara County, Wyoming",population,2448,NA
56029,"Park County, Wyoming",population,29121,NA
56031,"Platte County, Wyoming",population,8673,NA
56033,"Sheridan County, Wyoming",population,30012,NA
56035,"Sublette County, Wyoming",population,9951,NA
56037,"Sweetwater County, Wyoming",population,44117,NA
56039,"Teton County, Wyoming",population,23059,NA
56041,"Uinta County, Wyoming",population,20609,NA
56043,"Washakie County, Wyoming",population,8129,NA
56045,"Weston County, Wyoming",population,7100,NA
